Title,Company,Location,Description,URL
Data Analyst,"City of Lynchburg, VA","Lynchburg, VA 24504","Experience with data modeling and data analysis.
Build extensive data analytics products with multiple large data sources using data platforms such as PowerBI…",https://www.indeed.com/viewjob?jk=335a77d0000f76dd&from=serp&vjs=3
Provider Network Data Associate II,L.A. Care Health Plan,"Los Angeles, CA 90017 (Westlake area)","The position is responsible for assisting in the collection, analysis and evaluation of data in order to conduct complex studies through the use of statistical…",https://www.indeed.com/viewjob?jk=5bc7bd2244b31c08&from=serp&vjs=3
Integrated Data Repository,Softrams,Remote,"Performs hands-on IDR data query work and/or guides others in needed data queries, data engineering, and data analysis.
This is a full-time W-2 opportunity.",https://www.indeed.com/viewjob?jk=7a843dee4acc3d1e&from=serp&vjs=3
Data Science Specialist,Tufts University,"Hybrid work in Somerville, MA 02144","Support for data science scholarship includes cutting-edge methods and tools for data engineering, data analysis, and data visualization.",https://www.indeed.com/viewjob?jk=8ed82aba35a7c587&from=serp&vjs=3
Data Scientist,Akron Children's Hospital,"Akron, OH 44308 (Downtown area)","Preprocesses data by cleaning, transforming, and validating to ensure its quality and suitability for analysis.",https://www.indeed.com/viewjob?jk=f4c9c1a9c838f7da&from=serp&vjs=3
Research/Data Analyst,State of Missouri,"Jefferson City, MO 65109","They must have experience with complicated data analysis, interpreting and reporting data.
Compile data received from health plans and DHSS to produce monthly…",https://www.indeed.com/viewjob?jk=a9189b93ed6ee291&from=serp&vjs=3
R&D - Researcher-Franchise Data Analyst,Duracell,"Bethel, CT 06801","Data Analysis: Analyze data relevant to Duracell products.
The role will focus on analyzing data generated from Duracell’s battery testing laboratory.",https://www.indeed.com/viewjob?jk=f47ad686a0c310d3&from=serp&vjs=3
Data Engineer,Avenue Code,Hybrid work in United States,"Help other data engineers in designing, building, and maintaining advanced data pipelines and architectures.
Strong experience in data engineering.",https://www.indeed.com/viewjob?jk=e22e2e2a006d484b&from=serp&vjs=3
"Learning Experience Designer, AWS Data Center Learning","Amazon Data Services, Inc.","Seattle, WA","Drive use of evaluation and performance data to improve learning content.
AWS Data Center Learning is responsible for providing training and career development…",https://www.indeed.com/viewjob?jk=78a4757d6c0bf108&from=serp&vjs=3
Data Analyst,Workday,"Pleasanton, CA",We need a candidate passionate about driving performance improvements through meticulous analysis of log and application data.,https://www.indeed.com/viewjob?jk=37d6692364bb286d&from=serp&vjs=3
Oncology Data Specialist,Trinity Health Michigan,"Ann Arbor, MI 48105",Analytical skills necessary in order to analyze data using complex statistical techniques and develop recommendations.,https://www.indeed.com/viewjob?jk=e00e766846e0c893&from=serp&vjs=3
Sales Data Quality Specialist - Google Pixel,MarketStar,Remote,"Cleanse and deduplicate CRM data.
In this role, you will be responsible for monitoring the health of our CRM data, identifying and resolving inconsistencies,…",https://www.indeed.com/viewjob?jk=aef81df252363dbe&from=serp&vjs=3
Data Scientist,BMO US,"Chicago, IL 60606 (West Loop Gate area)","Clear experience in data driven decision making.
Develop processes to use LLMs effectively and accurately on unstructured data.",https://www.indeed.com/viewjob?jk=ae7d9e92e6c25d1d&from=serp&vjs=3
Configuration Analysts,NTT DATA,"Remote in Murray, UT","Experience with relational databases and data models.
Outsourcing is not just a method of gaining a one-time cost advantage, but an effective strategy for…",https://www.indeed.com/viewjob?jk=c8a1d59a05976cea&from=serp&vjs=3
Regulatory Data Coordinator,Rockline Industries,"Sheboygan, WI 53081","The ability to manage and organize large volumes of data effectively.
Generate reports and metrics related to regulatory data management for internal and…",https://www.indeed.com/viewjob?jk=cb00a51ee9d87ffd&from=serp&vjs=3
Business Analyst,M2 Strategy,"Washington, DC",The role requires excellent communication and analytical skills as you will work across a variety of stakeholders from executives of government agencies to…,https://www.indeed.com/viewjob?jk=2c00affa5c9bb361&from=serp&vjs=3
Data Entry Clerk (Grant Funded),El Paso County,"Colorado Springs, CO","One year of related administrative and data entry experience.
Ability to enter data in applicable databases timely and accurately.",https://www.indeed.com/viewjob?jk=8dc82b910ed13a15&from=serp&vjs=3
Data Scientist,Generac Power Systems,"Waukesha, WI 53188","Deploy data tools such as Python, R, SAS, or SQL in data analysis.
The Data Scientist I must have familiarity with the manipulation of unstructured data in a…",https://www.indeed.com/viewjob?jk=ef036d53b38a30cd&from=serp&vjs=3
HR Data & Insights Analyst,GoFan,"Alpharetta, GA","Actively support the people team in collecting data and ensure accuracy and currency of people data across systems.
Degree in I/O Psychology or a related field.",https://www.indeed.com/viewjob?jk=4aee372e38fe5f11&from=serp&vjs=3
Master Data Specialist,Apex Tool Group,"Apex, NC 27539","Apex Tool Group is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, national origin,…",https://www.indeed.com/viewjob?jk=d7769f2923ef459f&from=serp&vjs=3
Data Warehouse Architect,Winland Foods,Remote,The Data Warehouse Architect has the responsibility to drive and coordinate the technical execution of enterprise data warehouse solutions and services that…,https://www.indeed.com/viewjob?jk=1e2d07c620f0b441&from=serp&vjs=3
Data Scientist - TikTok Live,TikTok,"Hybrid work in San Jose, CA","Responsibilities TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global…",https://www.indeed.com/viewjob?jk=b6c29afed3203e8e&from=serp&vjs=3
Data Engineer,Curi,"Raleigh, NC 27609 (Falls Of Neuse area)","About Us Curi is a full-service advisory firm that serves physicians and medical practices. Equal parts fierce physician advocates, smart business leaders,…",https://www.indeed.com/viewjob?jk=2def0fc8dbc357fe&from=serp&vjs=3
Data Modeler (Informatica heavy),Intone Networks,"Miami, FL",Notes: • They are ok with someone who has expert knowledge in Data model & mid level in Informatica or vice versa • Experience in design & development of…,https://www.indeed.com/viewjob?jk=c9d12f493727341e&from=serp&vjs=3
Data Analyst,ITA International,"Hybrid work in Washington, DC 20229","Overview: At ITA International, we’re a tech-enabled professional services company. Headquartered in Newport News, Virginia, we leverage subject matter…",https://www.indeed.com/viewjob?jk=e6ab7d60246e5947&from=serp&vjs=3
DATA ENGINEER,Peak6,"Hybrid work in Dallas, TX 75201","WHO WE ARE Apex Fintech Solutions (AFS) powers innovation and the future of digital wealth management by processing millions of transactions daily, to…",https://www.indeed.com/viewjob?jk=d1142b60a7958305&from=serp&vjs=3
HR Data Reporting Analyst,Department of State Police,"North Chesterfield, VA",Title: HR Data Reporting Analyst DSPF0008 State Role Title: Info Technology Specialist II Hiring Range: Negotiable and commensurate with experience. Pay…,https://www.indeed.com/viewjob?jk=4c1452c5af5784f1&from=serp&vjs=3
Lead Instructor: Data Analytics,Correlation One,Remote,"Correlation One is an education technology company who is building the workforce development platform of the future. We close skill gaps for enterprises,…",https://www.indeed.com/viewjob?jk=af8e97f5c46e5de9&from=serp&vjs=3
WW Sales BPR Data Analyst,Apple,"Cupertino, CA","Summary Posted: May 4, 2024 Weekly Hours: 40 Role Number:200541260 Imagine what you could do here. At Apple, great ideas have a way of becoming great…",https://www.indeed.com/viewjob?jk=682bc85ad2512682&from=serp&vjs=3
Product Data Specialist (6 Month Register),US Defense Logistics Agency,"Richmond, VA 23237","Duties If selected at the GS-07 level, the below responsibilities will be performed in a developmental capacity Analyzes technical source documents (e.g.,…",https://www.indeed.com/viewjob?jk=7fd1331b87db19b4&from=serp&vjs=3
Data Scientist,Southern Company,"Atlanta, GA 30309 (Midtown area)",Position Summary The Data Scientist Workforce Planning and Analytics will utilize AI technologies to establish data science practices that enable predictive…,https://www.indeed.com/viewjob?jk=cb16966dc0a6d9c5&from=serp&vjs=3
Data Intake Advisor,Vincennes University,"Vincennes, IN 47591",Description This position is a Support Administrative Assistant (Recordkeeper): Data Intake Advisor with organizational and problem solving skills. Duties…,https://www.indeed.com/viewjob?jk=b7b5d6433f209caa&from=serp&vjs=3
AI Visualization/Front End Engineer,Inland Imaging,United States,"Base Pay Range: Job Description: The AI Visualization/Front End Engineer is a Full Time, Regular position working Monday-Friday day shift. Ideal candidate…",https://www.indeed.com/viewjob?jk=ebcedae5113f2646&from=serp&vjs=3
Lead Data Analyst,Consulting/Government,"Washington, DC",TeleSolv Consulting has an immediate opportunity to work with the Federal Government as a Lead Data Analyst. This position will be responsible overseeing a…,https://www.indeed.com/viewjob?jk=b0346ebd5bb870dc&from=serp&vjs=3
Senior Data Architect,Bluebeam,Remote in United States,"Collaborate with cross-functional teams to understand data requirements, design data solutions, and deliver high-quality data products.",https://www.indeed.com/viewjob?jk=e4c434aef38533a1&from=serp&vjs=3
Distinguished Journalist in Residence – Data Journalist,University of Memphis,Remote,"Presents data-driven stories in an engaging manner using multimedia tools.
Master’s degree in data journalism/mass communication or a related field.",https://www.indeed.com/viewjob?jk=4838010729079bdc&from=serp&vjs=3
Sr. Data Warehouse Engineer,Montage Health,Remote,"Assist with data governance initiatives in the areas of data quality, data security, metadata and master data management.",https://www.indeed.com/viewjob?jk=453815e6aba931bf&from=serp&vjs=3
Healthcare Data Quality Analyst/SAS Programmer,RxAnte Inc.,"Remote in Washington, DC","Data Requirements Documentation: Collaborate with the Data team to create comprehensive data requirements documents that outline data sources, data elements,…",https://www.indeed.com/viewjob?jk=3d47687439d69d10&from=serp&vjs=3
Sales Data Analyst,"McWane, Inc.","Tyler, TX 75706","Ensure data accuracy and integrity through regular audits and data cleaning processes.
Gather sales data from various sources, including CRM systems, sales…",https://www.indeed.com/viewjob?jk=e0b0101b5263cec9&from=serp&vjs=3
Water Quality Data Specialist,City of Hillsboro Oregon,"Hillsboro, OR 97123","Develop reports and data dashboards.
Experience creating and managing data dashboards.
Emphasis will be on data analysis and reporting for a wide variety of…",https://www.indeed.com/viewjob?jk=b5c73db66bfb3ed3&from=serp&vjs=3
